"","Document","Class"
"2066","pc ownership double number personal computer worldwide expect double billion machine accord report analyst forrester growth will drive emerge market china russia india report predict third pc will market china add pc lowpriced computer local company expect dominate territory forrester report week ibm pioneer pc business sell pc hardware division china number computer maker lenovo bn lrb rrb deal will combined operation third biggest pc vendor today product western pc vendor will dominate market long term simon yates senior analyst forrester local pc maker lenovo group china aquarius russia better tailor pc form factor price point application local market will ultimately win market share battle currently pc globally united states europe asiapacific expect add pc accord study report forecast will pc user india user indonesia","tech"
"2067","pc photo printer challenge pro print picture cheaper higher quality high street developer test survey carry pc pro magazine photo printer offer better deal hand snap photo lab test find image top pc printer colour longer professionally produce photograph wrong printer cartridge snap fade month warn magazine group test photo printer pc discover cost create image device compare online developer well high street jessops boots snappy snap comprehensive test reveal printer produce image quality finish image resistant finish picture smudge water damage find ink printer cost millilitre cheaper produce print photograph send high street store photo definitely worth printing high street choose printer nick ross top tester pc pro ross generation printer produce image brighter colour fade high street developer professional wedding photographer high street photo shop cheapest develop print xin ross test reveal image xin xin size cheaper produce accord pc pro produce print xin epson printer top quality paper cost jessops image cost snappy snap xin snap boots cost consider inconvenient high street silverhalide print fade sun adamant better cheaper convenient print ann simpson marketing manager snappy snap convenience high street printing will continue attract customer people will thing computer feedback customer print three picture order good people skilled colour contrast crop hassle add magazine test find ink consumer determine long print start fading recommend avoid socalled thirdparty ink produce printer maker tend produce print fade quickest","tech"
"2068","gaming finish doom half life halo worry host gaming gem set release warcraft reception game developer blizzard hugely enthusiastic title top competitor area lifeeating highfantasy massively multiplayer roleplayer gaming solid diverse accessible visually striking well open genre will develop vast loyal community release february pc ico lrb work title rrb ico remain benchmark ps gaming title player uniquely atmospheric artistic adventure lrb spiritual rrb sequel visual echo original promise expand ico hero wanda series giant work title wanda colossus release confirm ps legend zelda charismatic cel imagery scrap favour dark detailed aesthetic lrb realism word rrb connect ocarina time link resume teenage incarnation enemy element move familiar impressive trailer release horseback adventuring vast land promise release confirm gamecube advance war ds uk nintendo ds launch lineup confirm time write title exploit twoscreen touch capacity warioware touched sega feel magic strong impression territory personally wait latest advance war franchise icing cake nintendo handheld gaming year release confirm ds stalker follow highspec footstep cry halflife key upcoming pc firstperson shooter lrb roleplaying element rrb fact inspire andrei tarkovsky enigmatic masterpiece stalker set disaster zone decay mutation intriguing release march pc metal gear solid snake eater hideo kojima serious stealth feature action sovietcontrolled jungle game snake survive wit jungle include eat wildlife expect cinematic cut scene polished production release march ps dead alive ultimate tecmo team ninja retool revamp version dead alive big big deal playable xbox live release march xbox knight republic ii set build acclaimed original star war role playing game character force power set moral decision despite developer release february xbox pc","tech"
"2069","bond game fail shake stir gaming fan word goldeneye evoke excited memory james bond revival flick classic shootemup accompany leave owner glue console hour adopt hallowed title backfire game fail deliver promise struggle generate original massive sense fun sequel relate goldeneye film eponymous renegade spy agent desert bond extensive rank criminal mastermind deem brutal mi commanderinchief portly auric goldfinger happily bent domination determination justify convincing tina turner similarlytitled theme song game literally player golden eye follow injury enable degree xray vision rogue agent signal intention feature james bond initially proceed kill moment squashed plummet helicopter notion course add novel dark edge game premise simply juice flow bond game nightfire competent fine job capture sense flair glamour film franchise title lack aura bond magic shine feel lucky accident central problem gameplay good bizarre inability jump bizarre glaring graphical bug dubious enemy ai level simply style imagination admittedly competition tough week likes halo half life triumphing virtually department game good envelop noisy dynamic scene violent chaos trend late feel midst messy fraught encounter sadly sense action outweigh difficulty navigate battle chaos frustration outcome irregular save point backtrack time kill minute red dot pass crosshair collisiondetection suspect difficulty aim weapon compensate shooting enemy distance tricky will pick dead enemy vanish literally fully hit floor woefully uninspiring death animation indicative lack confidence game maker allow weapon throw rage firefight time risk measure buildup satisfying element game favourite dr goldfinger hatfiend oddjob craze russian sex beast xenia onatopp resurrect year face render impressively recognisable fashion real thrill battle legendary villain testament power bond universe cut dash ingame niggle combine story presentation feel well thoughtthrough will disappointment diehard fan bond will find worthwhile purchase ignore failing game weak completely unplayable fanatic umbrage cavalier blending character era james bond healthy pedigree game reason hope blip commendable idea work will rectify character inevitably return goldeneye rogue agent","tech"
"2070","humanoid robot learn carmaker honda humanoid robot asimo faster smarter japanese firm leader develop twolegged robot improved asimo lrb advanced step innovative mobility rrb find obstacle well interact people eventually asimo find gainful employment office aim develop robot help people daily life honda spokesman robot time easy process involve asimo accurate leap absorb impact landing slip spin capable olympic star kelly holmes standard kmh closer leisurely jog maker claim time fast sony qrio robot year criterion robot define engineer foot ground stride asimo improve increase walk speed kmh grow cm cm weight ready yoga freedom movement twist hip bend wrist thumb neck asimo mark international robot scene november induct robot hall fame wow audience ability walk upstairs recognise face beckon august attend state dinner czech republic travel japanese prime minister goodwill envoy handful robot tech firm trumpet technological advance technology develop asimo automobile industry electronics increasingly mechanic car design moment asimo biggest role entertainer audience gather public greet comical gait amusement accord report robot fulfil serious function society united nations economic commission europe predict worldwide market industrial robot will swell unit","tech"
"2071","nintendo add media play ds nintendo release adapter ds handheld console play music video addon ds people download tv programme film clip mp file adaptor play move release media addon attempt japanese game giant protect dominance handheld gaming market nintendo media adapter will february japan nintendo ds successor hugely successful gameboy handheld game console sale japan december ds screen touch sensitive onboard shortrange wireless link people play launch media adapter attempt broaden appeal device response unveiling sony psp build multipurpose media player game gadget start sony prepare prepackaged movie music psp addon will work gameboy advance sp nintendo dominate handheld gaming console successive version gameboy gameboy advance handheld sell dualscreen ds sell well expect sell nintendo plan sell media adapter japan sale adapter expect cost yen lrb rrb roughly difference price ds higherpriced sony psp","tech"
"2072","apple sue product leak computer firm apple issue lawsuit prevent online leak future product lawsuit unidentified individual week macworld conference san francisco showcase product complaint unidentified individual misappropriate disseminate confidential lawsuit file santa clara california superior court apple famously secretive future product launch apple user equally famous speculate technology company fan speculate week possibility type ipod macworld conference apple sevenpage complaint file december true capacity individual associate corporate defendant company amend complaint discover allegedly leak time apple sue people post future product internet december apple sue contractor allegedly post online drawing image engineering detail company powermac computer statement apple current lawsuit apple file civil complaint unnamed individual steal trade secret post detail unannounced apple product internet","tech"
"2073","gamer buy virtual land yearold gamer spend lrb rrb island exist computer roleplaying game lrb rpg rrb australian gamer gaming moniker deathifier buy island online auction land exist game project entropia rpg allow player interact entropia allow gamer buy sell virtual item real cash fan title auction site ebay sell virtual wares earlier year economist calculate massively multiplayer online roleplaying game lrb mmorpg rrb gross economic impact equivalent gdp african nation namibia historic moment gaming history sale prove massive multiplayer online gaming reach plateau marco behrmann director community relation mindark game developer virtual island include gigantic abandon castle beautiful beach describe ripe develop beachfront property deathifier will money investment tax gamer virtual land hunt mine gold sell plot people build virtual type investment will definitely trend online gaming deathifier entopia economy gamer exchange real currency ped lrb project entropia dollars rrb real money ten ped equivalent dollar typical item sell include iron ingot lrb rrb shogun armour lrb rrb gamer theoretically earn money accumulate ped acquisition goods building land entropia universe mmorpg enormously popular year gamer live alternate life fantasy people register player project entropia","tech"
"2074","microsoft set sight spyware windows user pay microsoft pc free spyware follow takeover antispyware firm giant microsoft release toolkit strip machine irritating program initially free microsoft rule charge people toolkit survey windows pc infested spyware program bombard user advert steal login datum microsoft beta version toolkit clean windows machine day design pc windows xp utility will clean spyware program constantly monitor happen pc will regularly update catch latest variant microsoft security boost program firewall windows xp free mike nash vice president microsoft security business unit work pricing licensing issue charge future version discount will plan roll plan turn lucrative microsoft survey earthlink webroot find pc infested surreptitious software average harbour separate spyware program currently user protection spyware turn free program spybot adaware spyware form benign exploit lazy browse habit install subject user unwanted advert form hijack net browser setting force people view visit malign spyware watch people pc steal login personal datum microsoft announcement spyware buy small york software firm giant company software term acquisition disclose","tech"
"2075","video phone help deaf people deaf people prefer communicate british sign language lrb bsl rrb phone conversation relay webcam videophone interpreter video relay service pilot royal national institute deaf people lrb rnid rrb organisation service provide rate voice call will people pocket rnid urge telecom regulator ofcom reduce cost service current minute ordinary phone call service work deaf person visual contact bsl interpreter webcam video phone interpreter relay deaf person conversation telephone translate person response sign language deaf people bear deaf bsl preferred communication alternative textphone type message relay operator textphone problem robert currington pilot communicate bsl write english good longer english type message find difficult understand reply rnid uk lag country relay service cost ordinary phone call technical economic reason provide equivalent access service deaf people rnid technology director guido gybels australia sign language relay service universally cost voice call fail provide fund video relay service sign language user telecommunications sector effectively discriminate disenfranchised group ofcom plan review service telecom company oblige provide early year technology include video relay service will discuss interested party future spokesman power limit legislation proposal extend exist arrangement cover service government consider currington uk bsl user will hope find costeffective service relay service phone conversation pleasure emotion easily bsl hearing people express emotion voice call","tech"
"2076","virus pose christmas email security firm warn windows virus disguise electronic christmas card zafid virus translate christmas greet subject language person receive infected email antivirus firm speculate multilingual ability help malicious program spread online antivirus firm sophos email currently net infect zafi virus windows virus zafid plunder microsoft outlook email address mailsending software despatch web victim infected user open attachment travel message bear code malicious bug attachment email pose electronic christmas card opening will simply crude image smiley face virus subject merry christmas translate language depend final suffix email address infected message send message body email read happy holiday translate infected machine virus disable antivirus firewall software open backdoor pc hand control writer virus virus spread south america italy spain bulgaria hungary original zafi virus appear april year hoax christmas personally prefer traditional pen paper card recommend client mikko hypponen head fsecure antivirus team","tech"
"2077","fast lift rise record book highspeed lift tallest building officially recognise planet fastest lift seconds whisk passenger top tall tfc tower taipei taiwan guinness book records declare second speed lift swiftest earth lift pressure control system passenger ear pop ascend descend high speed total tfc tower lift doubledecker escalator shuttle people floor tfc tower officially open december superfast lift speed passenger tower seconds ascend track ms top speed lift translate mph lrb kmh rrb curiously lift longer descend spend minute return ground level top tfc tower key technology apply fastest elevator include pressure control system adjust atmospheric pressure inside car suction discharge blower prevent ear pop active control system balance lift finely remove source vibration streamlined car reduce whistle noise produce lift high speed inside narrow shaft certification elevator recordholder authoritative guinness records great honour masayuki shimono president manufacturer toshiba elevator building systems install lift record fastest passenger elevator publish edition guinness book records interesting indicator technology advance year edition record minute kmh half speed record hein le roux specialist researcher guinness records taipei tfc tower taller petronas towers kuala lumpur malaysia tallest skyscraper","tech"
"2078","broadband uk gather pace person uk join internet fast lane seconds accord bt telecom giant number people broadband telephone surpass include connect cable people fast alwayson connection boom fuel fierce competition fall price well greater availability broadband phone takeup rate broadband accelerate terrific pace ben verwaayen bt chief executive will strong position hit target summer earlier expect connection month people add total day week sign broadband include service direct bt company resell bt surge people sign bt stretch reach adsl uk broadband kilometre asymmetric digital subscriber technology ordinary copper phone support high datum speed standard speed kbp faster connection accord bt uk business receive broadband phone aim extend figure summer estimate cable broadband customer uk","tech"
"2079","hollywood campaign hit website movie studio effort pirate film share peertopeer network claim highprofile victim campaign legal action closure suprnovaorg website site popular place people swap share link bittorrent network study half peertopeer traffic june bittorrent system message post suprnovaorg sunday site controller site close good site return message host torrent link continue operator suprnova site discussion forum net chat channel site close follow announcement motion picture association america launch legal action operate bittorrent server user bittorrent work server site host actual file share host link point people target server mpaa hope cripple bittorrent ability share file opening day mpaa campaign organisation file lawsuit operator bittorrent server site launching legal phoenix torrents popular bittorrent site decide shut reason closure motivate threat legal action week finnish police raid bittorrent site base country accord report user share pirate film software music game","tech"
"2080","poles play gameboy blippop group artist poland cacophony blip boop beep create player bash button nintendo handheld gameboy console level gameboyzz orchestra project game sound music tune dub blippop donkey kong meet norman cook tetris kraftwerk slice sound distinct sound nintendo gameboys mixture older model newer advance sp handheld gameboyzz orchestra project tweak software bit connect unit mix board jarek kujda project founding member electronic music video game play experimental music three year ago gameboy band drum machine kujda realise console rudimentary synthesizer wonder gameboy music happen kujda find people interested gameboyzz orchestra project bear gameboyzz orchestra project improvisational project kudja prepare pattern concert improvise concert group play year malgorzata kujda jarek younger sister fellow band member describe gameboyzz orchestra project concert lot noise example music hard beat noise music sound concert improvise fun gameboyzz orchestra project admit mixed reaction audience love group music electronic music purveyor blippop unique jarek kujda unique lot people music school stuff electronic school stuff commodore atari spectrum play experimental music cover song electronic jam session gameboyzz orchestra project track online group hope cd year sponsorship courtesy polish distributor nintendo product member gameboyzz orchestra project expect serious competition anytime gameboy advance cost poland day reach polish gamer musician clark boyd technology correspondent bbc service wgbhboston coproduction","tech"
"2081","santy worm unwelcome visit website bulletin board deface virus google spread net santy worm appear december hour hit website malicious program exploit vulnerability phpbb software santy spread google block infected site search victim worm replace chat forum webpage site deface malicious program infect site hit worm start randomly search website vulnerable phpbb software google start block search query rate infection tail sharply message send finnish security firm fsecure google security team hour response outrageous better will review procedure improve response time future problem google team security firm estimate website discussion group forum open source phpbb program worst attack search conduct morning december produce hit site text defacement message people site hit santy will affect worm santy malicious program google help spread july variant mydoom virus slow search google program flood search site query email address send","tech"
"2082","eu software patent law delay controversial eu rule patenting computerbased hold minute intervention poland poland large crucial eu member request time consider issue relate patenting software critic law favour large company small innovative massive ramification development open source software polish minister phrasing text directive patentability computerimplemented change exclude patenting software planned law ignite angry debate eu allow patenting computer program internet business method currently happen instance usbased amazoncom hold patent oneclick shopping critic claim law eu harmonise law idea patent rights claim protect inventor case exclusively interest big company protect eva lichtenberg austrian green member european parliament statement smaller innovative firm afford patenting legal cost directive inflict add european parliament clash european union issue accusation process decide issue undemocratic directive subject previous delay","tech"
"2083","apple sue tiger file sharer apple legal action online leak product computer giant sue three man release preview version latest mac osx software filesharing site prior release version operating system codename tiger net october december second time week apple legal action protect future product tiger ship early week file lawsuit unnamed individual leak detail product web latest action member apple developer connection group programmer test version upcome software develop change program work member apple developer connection receive advance copy apple software strict confidentiality agreement seriously protect intellectual property apple statement add future financial result dependent develop improve operating system software man site employ bittorrent technology bittorrent technology site host actual file share host link point people file week motion picture association america launch legal campaign target website operate bittorrent system effort clamp movie piracy apple stranger legal action leak product december sue contractor allegedly drawing image engineering detail powermac computer online latest action file monday district court california week macworld conference san francisco showcase product","tech"
"2084","apple unveil lowcost mac minus apple unveil lowcost macintosh computer mass bill mac minus chief executive steve jobs machine annual macworld speech san francisco macintosh sell uk describe jobs mac apple jobs unveil ipod shuffle music player cheaper flash memory hard drive expensive ipod computer shift company territory traditionally firm design innovationled firm massmarket manufacturer mac mini monitor keyboard mouse second version larger hard drive will sell machine will january describe jobs byodkm bring display keyboard mouse attempt win windows pc customer jobs appeal people change operating system people switching will excuse newest affordable mac computer subject speculation week people will surprise announcement analyst sensible move january apple sue website publish specification computer ian harris deputy editor uk magazine mac format machine appeal pcowning consumer purchase ipod taste mac ipod harris add apple happy remain niche maker luxury computer move market dominate low margin manufacturer dell bold move apple keen capitalise mass market success ipod mac minus will appeal pc user attractive fuss computer ipod shuffle version offering mb storage lrb uk rrb second gigabyte storage lrb rrb sale tuesday music player display will play song consecutively shuffle smaller ipod will hold song jobs jobs delegate macworld ipod market share digital music player","tech"
"2085","speech search engine scottish firm attract web surfer search engine read result call speegle feel normal search engine add feature read result scottish speech technology firm cec systems launch site november expert question talk search engine real benefit people visual impairment edinburghbased firm cec marry speech technology everpopular internet search ability search increasingly crucial surfer baffle huge amount web accord search engine jeeves surfer visit search engine port call net people visit speegle select three voice read result query summarise news story source bbc reuters bit robotic mistake completely natural sound voice bad speegle founder gordon renton system ideal people blur vision search background will suitable totally blind people royal national institute blind lrb rnib rrb technology add julie howell digital policy manager rnib express doubt speegle site add blind people experience web lot option spring web carefully market blind people specialise screen reader will job technology sophisticated add site technology dub panavox web text convert synthesise speech speech technology compatible broadband huge file download cec compression technology will work slower dialup connection visitor speegle notice feel site bear pass resemblance better silent search engine google google connection speegle bright colour simply site visible visual impairment renton ripoff google plan truth imitation sincerest form flattery speegle prove popular learn english country japan china site bombard people listen word repetition talk robot renton","tech"
"2086","broadband steam ahead americans join internet fast lane accord official figure number people business connect broadband jump year federal communications commission lrb fcc rrb report broadband connection june compare nation rank telecoms body reelection campaign president george bush pledge ensure affordable highspeed net access americans accord report fcc broadband increasingly popular people shopping well download music watch video total number people business broadband rise year june compare june uk people hook broadband asymmetric digital subscriber lrb adsl rrb technology ordinary copper phone support high datum speed cable lead account broadband phone connection accord fcc figure","tech"
"2087","napster offer rent music music downloading reject free peer peer service costly business cost pay track add people generation player store song pay track music outmoded pay minute internet access alternative monthly yearly subscription model spring convenient ultimately cheaper music music fan move buy traditional bundle package dozen song call album newer fit lifestyle single track subscription service paul myers chief executive wippit ukbased music download service itunes good business sale individual track ipod owner question concept music valid digital age napster launch rental subscription service dub napster uk month service player support microsoft windows latest digital rights management technology janus include player samsung rio creative currently offer betaversion service cost month unlimited download technology ensure music download player remain playable user subscribe service user update license monthly basis tune will longer play outrage digital music lover napster offer cheaper service download music pc napster claim higher price result record label charge togo service offer greater customer myers convince rental model will work consumer offer unlimited music subscription service three year customer format interoperability excellent reassurance music purchase wippit enjoy device choose download track will play month decide unsubscribe service change portable player ipod latest mobile phone wippit offer download subscription service month year catalogue song","tech"
"2088","broadband soar broadband jumbo jet taxi runway firing engine prepare takeoff year soar spring literally sky lufthansa british airways trialle flight indispensable people perceive technology skyhigh broadband fly high autumn britons sign highspeed net access enthusiasm dampen time expert predict year number will rise key factor whet people appetite fall price huge marketing push operator bt telewest offer standard broadband year invisible barrier breach broadband mass market feeding frenzy follow firm vie eyeball price war reminiscent follow mass market takeup dialup broadband tout firm low price raise eyebrow established company question sustain business model broadbander turn day wait modem kick outdated idea jungle celebrity rest fall love benefit fast internet access tune connection worldwide april prompt firm point topic declare fastest grow technology september number broadband connection uk finally overtake dialup december bt broadband connection seconds broadband mention oclock news tabloid sun carry cartoon joke piece news broadband item headline bt quietly shave cost allow operator access telephone exchange socalled local loop unbundling vital local loop crucial link telephone exchange moment bt stranglehold key voice decide adsl product cheaper local loop unbundling rival bt offer faster service will leave broadband today positively tortoiselike will uk will finally catch country france netherlands routinely enjoy speed mb lrb megabit second rrb major price fall talk company start equipment bt exchange exciting remarkable transition year ago argument local loop unbundle bear pass resemblance northern ireland peace talk fraught bitter sight big piece news broadband user extension bt reach population broadband exchange live slight caveat upgrade mbps broadband live kilometre broadbandenabled exchange frustrate inability technology news finally join broadband fast access telephone cable operator ntl telewest bumper year biggest news increase speed introduce mb mb service user offer free upgrade cable operator limit reach testament big deal local loop unbundling consider extend range route broadband confuse consumer huge amount operator offer product capped bandwidth length contract setup fee easy understand remain plane worth catch faster offer extra cheap telephone call online real thing remember coming year enjoy ride","tech"
"2089","half uk mobile online multimedia mobile phone finally sign briton online figure industry monitor mobile data association lrb mda rrb number phone gprs mms technology double year gprs people browse web access news service mobile music application mobile chat mda predict mobile uk will access net gprs mda figure three month september rapid increase figure time previous year people mobile uk figure half phone gprs gprs describe technology generation sit technology fast highquality broadband internet phone service offer mobile operator people find reason online mobile downloadable ringtone prove highly popular mobile chat bandaid fastest everselling ringtone year accord mda chat publicity prime minister tony blair answer question mobile text chat multimedia message service brighter mobile uk send receive picture message rise september figure report continental reflect continuing battle mobile company persuade people online mms uk camera phone user send multimedia message mms mobile company keen people multimedia function phone send mms online generate money critic mms confusing mobile difficult issue interoperability send mms form mobile network","tech"
"2090","blinx sequel purr nicely original blinx intend convert platform game lover microsoft xbox console sharp graphic novel gameplay main character pause slow rewind fastforward time lure fan machine poor design game frustrating affair player strand halfway level require tool finish thankfully sequel original fault time play blinx chance create unique cat character pig character character generator detailed minute tweaking adjusting will create unique personality unleash game game progress swap rival faction pig feline assume role create character thrust game faction compete recover piece time crystal original feline persona control time time pig control space number puzzle require control time solve pig create thing warp space bubble void trap order progress control space time achieve number vcrstyle icon intuitive annoyingly puzzle flag gamer will find chore challenge solve game emulate franchise jak daxter ratchet clank ps number combat element predictable tend drag general polish game dull affair game excellent graphic easily bestlooking platform game sound dollop humour attractive game younger platform fan blinx xbox","tech"
"2091","year search personal odds fire browser straight favourite search engine type web address height laziness era overload search vital tool navigate net symptomatic internet change google money offer service people live shortage company vie loyalty web searcher offer wealth service tool help find month giant technology microsoft yahoo seek grab slice search action user experience contribute people search yonca brunini yahoo people familiar internet tend spend time online query second thing broadband ms brunini bbc news website will internet colour tv search phenomenon early day net veteran surfer will remember oldtimer hotbot altavista search urs holzle google vicepresident operation trumpet truer user people realise search future financial google web commerce work target small advert appear top righthand side original search small ad help google reach revenue three month september wake fact money web query market microsoft bind step microsoft search query holzle microsoft net giant muscle search yahoo jeeves amazon handful smaller outfit seek capture eyeball web user face plethora choice company outflank google roll search product desktop search reflect battlefield shift net pc search find web unlock hide gigabyte document image music hard drive advance search clumsy tool fail exactly mind order better job search engine better better job remember cataloguing manage personalisation big area future yahoo yonca brunini crack winner understand better result tailor holy grail search understand provide problem","tech"
"2092","ibm free software patent computer giant ibm software patent will release open development community move developer will technology pay licence company ibm describe step era deal intellectual property promise patent freely patent include software range practice include text recognition database management traditional technology business policy amass patent despite ibm announcement company continue follow route ibm grant patent firm york times report year ibm grant patent company ibm receive patent period reportedly current patent statement dr john kelly ibm senior vice president technology intellectual property true innovation leadership number patent grant innovate benefit customer partner society pledge today era ibm will manage intellectual property ibm support noncommercial operating system linux critic attempt undermine microsoft company encourage firm release patent call patent common adam jollans ibm worldwide linux strategy manager move genuine attempt encourage innovation release patent will result innovation move encourage collaboration follow model academia jollans liken plan patent common internet develop advantage result collaboration internet impact benefit advantage stuart cohen chief executive firm open source development labs move change company deal patent company will follow suit supportive florian mueller campaign manager group lobbying toprevent software patent legal european union dismiss ibm move insubstantial diversionary tactic write mueller leadsnosoftwarepatentscom message group website perspective talk aboutroughly percent ibm worldwide patent portfolio filethat number patent month time add ibm will continue hold patent pledge seek royalty patent company place restriction company group individual opensource project open source software develop programmer offer source code origin program free allow adapt improve software user modify redistribute software well package sell software area cover patent release ibm include storage management simultaneous multiprocessing image processing networking ecommerce","tech"
"2093","yahoo move desktop search internet giant yahoo launch software allow people search email file pc firm follow footstep microsoft google jeeves offer service search lucrative hotlycontested area expansion net firm extend loyalty web hard drive provide bigger storage user help locate file photo desktop search technology license usbased firm technologies design work alongside microsoft outlook outlook express email program searching email effectively increasingly amount spam increase accord message analyst radicati group business critical store email attachment yahoo software work separately desktop search music photo file user search variety criterion include file size time incorporate web search yahoo promise future version will allow user search webbased desktop datum file desktop real commercial opportunity lie link web content julian smith analyst firm jupiter extend idea search closer relationship consumer organise search internet file computer well search engine port call user web foray desktop search ring alarm bell human rights group concern implication privacy impress functionality service alexander linden vice president emerge technology analyst firm gartner download google product remove interesting rush enter desktop business rival desktop search feature people suspicious tool combine internet intranet desktop search alongside improvement key word search","tech"
"2094","ring steel combat net attack gambling hugely popular techsavvy criminal extortionist target netbased bet firm threaten cripple website deluge datum ransom pay deep defence place uk biggest net firm attack increase number attack huge amount datum bump site web prompt firm adopt measure net firm realise antivirus firewall paul king chief security architect cisco thing network protect datum centre king properly combat socalled distribute denialofservice attack intelligent netbased system gamble site suffer ddos attack offshore datum host centre large scale datum flood knock access site criminal target king overspill grow attack grow size scale malcolm seagrave security expert energis common type attack hit site megabyte datum short period time bigger attack send megabyte traffic rarely feel turn dial traffic gradually grow attack involve gigabyte datum seagrave add matter time large attack mount maria capella spokeswoman net provider pipex ddos attack height customer hit day defence place constantly monitor stream data flow network pluck traffic destine target site understand genuine traffic attack traffic site study profile traffic anomaly profile start backbone engineering boy sustain attack ms capella traffic hard spot ddos attack typically computer country participate machine send small entire datum flood typically computer infect virus worm report success net address compromise machine malicious hacker hitech criminal set virus hijack computer zombie bot collection call bot net spammer rent bot net help anonymously send junk mail zombie base country host target site attack pc shut difficult pipex net supplier advance notice attack happen serious player tend precede attack kind ransom email ms capella service provide customer notify advance forewarning attack spotted dedicated net hardware remove attack traffic ensure site stay energis approach seagrave technology allow detect attack minute network engineer spend hour pull seagrave net firm start work closely problem ddos attack pool gather attack originate lead arrest energis intelligence work insight site criminal gang plan target people place monitor tech site spot victim easy alphabetically list gamble site seagrave","tech"
"2095","hacker break tmobile man face charge hacking computer arm mobile phone firm tmobile californian man nicholas lee jacobsen arrest october jacobsen hack tmobile network social security number customer company spokesman arrest year tmobile uncover unauthorised access secret service investigate case tmobile stringent procedure place monitor suspicious activity limited activity corrective action peter dobrow tmobile spokesperson jacobsen hacking campaign place month time read email personal computer file accord court record jacobsen manage hold datum fail customer credit card number store separate computer system dobrow tmobile confirm secret service hacker access photo tmobile subscriber camera phone associated press agency report jacobsen read personal file secret service agent investigate case los angeles grand jury indict jacobsen intentionally access computer system authorisation unauthorised impairment protected computer march october currently bail tmobile subsidiary company deutsche telekom subscriber","tech"
"2096","windows worm travel tetris user warn windows virus pose hugely popular tetris game cellery worm install playable version classic fall block game pc infect user play game worm spend time machine search victim infect nearby network risk infection cellery low copy worm find wild cellery worm spread email virus browse computer network pc shut insecure connect machine infect machine cellery install version tetris user play game start worm start music file accompany time virus start scour network vulnerable machine virus damage machine heavily infected network slow scanning traffic build productivity suffer user spend time play tetris pc windows nt xp vulnerable worm company culture allow game play office staff simply game install concern graham cluley spokesman antivirus firm sophos number people infect cellery small risk infection low sophos urge user company update antivirus software protect","tech"
"2097","state spammer state texas file lawsuit man top spammer seek dollar damages civil lawsuit file earlier week texas attorney general start legal action message send alleged spammer break three law govern email marketing company lawsuit deny wrongdoing comply relevant law texas lawsuit file ryan samuel pitylak university oftexas student mark stephen trotter california top executive three company payperaction llc leadplex llc leadplex suspect send unwanted email message illegal spam greg abbott texas attorney general legal action spam aggravating pervasive problem face consumer today attorney general allege message send pitylak trotter company break control assault nonsolicited pornography marketing lrb canspam rrb well texas electronic mail solicitation texas deceptive trade practices three confer cash penalty violation term man find guilty penalty apply man face damages bill abbott message send pair break law mislead subject identify advert offer service licence texas lawyer alleged spammer lawsuit groundless man defend accusation leadplex payperaction legitimate internet marketing company complete compliance federal canspam lin hughes speak behalf pitylak trotter move federal trade commission lrb ftc rrb win court order international group spammer send sexually explicit email ftc action message send violate canspam pornographic message identify sexually explicit deceptive subject heading work optout mechanism fail mention advert sender real address court order spammer send email freeze asset prior hearing permanent injunction","tech"
"2098","tour top video gamer uk gamer embark tour lucrativeever global game tournament aaron foster david treacy win tournament offer total prize money cash will hand separate competition continenthopping contest organise cyberathlete professional league prize pair will travel cost pay ensure bout cpl tour kick midfebruary leg will istanbul ten bout tournament will play country prize money will grab tournament champion leg cpl tour will walk prize winner grand final will prize purse total pot winner stage tour automatically place tour open keen gamer register online registration open weekend proplayer win spot tour destination qualify event organise cpl partner winner qualifier seed higher elimination tournament foster treacy chance attend tour member uk fourkings gaming clan fourking stage series online painkiller competition reveal uk top player pc game best player meet facetoface special elimination event late december foster tracey prove prowess painkiller prize pair contract fourkings intel uk progaming team lot people gaming seriously support local national team passion sport simon bysshe film event fourking intel people download movie tournament highlight professional gaming stay will grow popularity","tech"
"2099","soupedup wifus horizon super highspeed wireless datum network uk government wireless watchdog seek help best regulate technology network call ultra wideband lrb uwb rrb ofcom ensure arrival uwbusing device problem radio spectrum uwb stream huge amount datum air short distance uwb send dvd quality video image wirelessly tv screen people beam music media player technology potential transmit megabit datum second uwb create socalled personal area networks person gadget easily swap datum technology work range metre billion short radio pulse second carry datum consumer electronics las vegas product uwb chip builtin public airing currently uwb allow uk strict licencing scheme seek opinion industry find allow uwb licenceexempt basis spokesman ofcom company march respond april ec start consultation europewide adoption uwb crosseurope body radio regulator european conference postal telecommunications administrations lrb cept rrb carry harmonisation programme early sight cept work controversy overemphasise uwb potential interfere exist user contrast preliminary ofcom report find straightforward deploy uwb problem ofcom spokesman consider impose mask set technical restriction uwbusing device device strict control power level transmit long wide area despite current restriction technology cambridgebased ubisense customer shortrange radio technology david theriault standard regulatory liaison ubisense uwb drive novel interact computer mouse time european decision uwb ally ieee decision exact specification help drive adoption prior adoption gadget computer communicate uwb sense technology spot thing crack surface runway help fireman detect people wall","tech"
